severity,category,jira_key,schedule_key,project_key,issue_type,summary,field,old_value,new_value,color,message,reviewer_action,source_row
Info,ChangedField,CORE-1004,CORE-1004,CORE,Epic,Client Walkthrough - Payment cutover schedule driver candidate,Jira Target End,2026-04-27,2026-06-01,changed_cell,Jira Target End changed from '2026-04-27' to '2026-06-01'.,Review the changed sandbox cell.,21
Info,DependencyChange,CORE-1007,CORE-1007,CORE,Epic,Client Walkthrough - Account settings dependency change example,Predecessors,,CORE-1001,changed_cell,Predecessors changed from '' to 'CORE-1001'.,Review the changed sandbox cell.,24
Info,AddedEpic,CORE-1980,CORE-1980,CORE,Epic,Client Walkthrough - Mobile onboarding added after baseline,Name,,Client Walkthrough - Mobile onboarding added after baseline,changed_cell,Epic is new relative to the comparison baseline.,Review the added epic in the sandbox Project file.,25
Info,AddedEpic,CORE-1980,CORE-1980,CORE,Epic,Client Walkthrough - Mobile onboarding added after baseline,Rollup Key,,INIT-100,changed_cell,Epic is new relative to the comparison baseline.,Review the added epic in the sandbox Project file.,25
Info,AddedEpic,CORE-1980,CORE-1980,CORE,Epic,Client Walkthrough - Mobile onboarding added after baseline,Resource Group,,Core Product Engineering,changed_cell,Epic is new relative to the comparison baseline.,Review the added epic in the sandbox Project file.,25
Info,AddedEpic,CORE-1980,CORE-1980,CORE,Epic,Client Walkthrough - Mobile onboarding added after baseline,% Complete,,0,changed_cell,Epic is new relative to the comparison baseline.,Review the added epic in the sandbox Project file.,25
Info,AddedEpic,CORE-1980,CORE-1980,CORE,Epic,Client Walkthrough - Mobile onboarding added after baseline,Total Story Points,,22,changed_cell,Epic is new relative to the comparison baseline.,Review the added epic in the sandbox Project file.,25
Info,AddedEpic,CORE-1980,CORE-1980,CORE,Epic,Client Walkthrough - Mobile onboarding added after baseline,Completed Story Points,,0,changed_cell,Epic is new relative to the comparison baseline.,Review the added epic in the sandbox Project file.,25
Info,AddedEpic,CORE-1980,CORE-1980,CORE,Epic,Client Walkthrough - Mobile onboarding added after baseline,Logged Hours,,5.25,changed_cell,Epic is new relative to the comparison baseline.,Review the added epic in the sandbox Project file.,25
Info,AddedEpic,CORE-1980,CORE-1980,CORE,Epic,Client Walkthrough - Mobile onboarding added after baseline,Story Points per 8 Hours,,0,changed_cell,Epic is new relative to the comparison baseline.,Review the added epic in the sandbox Project file.,25
Info,AddedEpic,CORE-1980,CORE-1980,CORE,Epic,Client Walkthrough - Mobile onboarding added after baseline,Jira Target Start,,2026-09-08,changed_cell,Epic is new relative to the comparison baseline.,Review the added epic in the sandbox Project file.,25
Info,AddedEpic,CORE-1980,CORE-1980,CORE,Epic,Client Walkthrough - Mobile onboarding added after baseline,Jira Target End,,2026-10-20,changed_cell,Epic is new relative to the comparison baseline.,Review the added epic in the sandbox Project file.,25
Warning,UnmatchedProjectTask,CORE-1048,CORE-1048,CORE,Epic,Client Walkthrough - Legacy schedule item present only in baseline,Unmatched Project Task,,Yes,review_needed,Project task exists in the comparison baseline but is not included in the Jira CSV plan.,Confirm whether the task should remain in the source-of-truth schedule.,
Warning,UnmatchedProjectTask,CORE-1049,CORE-1049,CORE,Epic,Client Walkthrough - Marketplace experiment missing rollup example,Unmatched Project Task,,Yes,review_needed,Project task exists in the comparison baseline but is not included in the Jira CSV plan.,Confirm whether the task should remain in the source-of-truth schedule.,
